leaf_UID,input_images,target_image,target_placl
ESWW0070020_10,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230527_165508_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230529_122032_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230530_122041_ESWW0070020_10.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230531_094702_ESWW0070020_10.png,0.0974681390476121
ESWW0070020_10,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230529_122032_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230530_122041_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230531_094702_ESWW0070020_10.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230531_164844_ESWW0070020_10.png,0.1200356250661741
ESWW0070020_10,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230530_122041_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230531_094702_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230531_164844_ESWW0070020_10.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230601_160052_ESWW0070020_10.png,0.1485659524051762
ESWW0070020_10,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230531_094702_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230531_164844_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230601_160052_ESWW0070020_10.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230602_105227_ESWW0070020_10.png,0.1674694434573117
ESWW0070020_10,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230531_164844_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230601_160052_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230602_105227_ESWW0070020_10.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230603_105514_ESWW0070020_10.png,0.2218527431519034
ESWW0070020_10,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230601_160052_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230602_105227_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230603_105514_ESWW0070020_10.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230604_132853_ESWW0070020_10.png,0.2737914191258738
ESWW0070020_10,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230602_105227_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230603_105514_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230604_132853_ESWW0070020_10.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230606_093811_ESWW0070020_10.png,0.3679973236056862
ESWW0070020_10,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230603_105514_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230604_132853_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230606_093811_ESWW0070020_10.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230607_163548_ESWW0070020_10.png,0.5019563386904523
ESWW0070020_10,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230604_132853_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230606_093811_ESWW0070020_10.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230607_163548_ESWW0070020_10.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_10\overlay\20230608_163537_ESWW0070020_10.png,0.6195598532237063
ESWW0070020_2,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230525_172617_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230526_104742_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230527_102045_ESWW0070020_2.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230527_164953_ESWW0070020_2.png,0.0012726991684762
ESWW0070020_2,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230526_104742_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230527_102045_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230527_164953_ESWW0070020_2.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230529_122512_ESWW0070020_2.png,0.017227523399642
ESWW0070020_2,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230527_102045_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230527_164953_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230529_122512_ESWW0070020_2.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230530_122519_ESWW0070020_2.png,0.0346811343313617
ESWW0070020_2,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230527_164953_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230529_122512_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230530_122519_ESWW0070020_2.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230531_094403_ESWW0070020_2.png,0.0592523677451936
ESWW0070020_2,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230529_122512_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230530_122519_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230531_094403_ESWW0070020_2.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230531_164245_ESWW0070020_2.png,0.0799436665551565
ESWW0070020_2,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230530_122519_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230531_094403_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230531_164245_ESWW0070020_2.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230601_155634_ESWW0070020_2.png,0.1298659877950573
ESWW0070020_2,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230531_094403_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230531_164245_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230601_155634_ESWW0070020_2.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230602_104835_ESWW0070020_2.png,0.1569265536570349
ESWW0070020_2,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230531_164245_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230601_155634_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230602_104835_ESWW0070020_2.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230603_105112_ESWW0070020_2.png,0.2348985851936222
ESWW0070020_2,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230601_155634_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230602_104835_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230603_105112_ESWW0070020_2.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230604_132610_ESWW0070020_2.png,0.2484047201316868
ESWW0070020_2,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230602_104835_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230603_105112_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230604_132610_ESWW0070020_2.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230606_085020_ESWW0070020_2.png,0.3790007434289952
ESWW0070020_2,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230603_105112_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230604_132610_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230606_085020_ESWW0070020_2.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230607_162959_ESWW0070020_2.png,0.4013556096616579
ESWW0070020_2,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230604_132610_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230606_085020_ESWW0070020_2.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230607_162959_ESWW0070020_2.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_2\overlay\20230608_163036_ESWW0070020_2.png,0.4598045284905759
ESWW0070020_3,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230526_104711_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230527_102135_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230527_165029_ESWW0070020_3.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230529_122428_ESWW0070020_3.png,0.0387697678837791
ESWW0070020_3,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230527_102135_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230527_165029_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230529_122428_ESWW0070020_3.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230530_122439_ESWW0070020_3.png,0.0613907642779094
ESWW0070020_3,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230527_165029_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230529_122428_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230530_122439_ESWW0070020_3.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230531_094428_ESWW0070020_3.png,0.0904628581455549
ESWW0070020_3,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230529_122428_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230530_122439_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230531_094428_ESWW0070020_3.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230531_164402_ESWW0070020_3.png,0.109476255103362
ESWW0070020_3,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230530_122439_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230531_094428_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230531_164402_ESWW0070020_3.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230601_155817_ESWW0070020_3.png,0.1629839203216494
ESWW0070020_3,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230531_094428_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230531_164402_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230601_155817_ESWW0070020_3.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230602_104926_ESWW0070020_3.png,0.192207950280319
ESWW0070020_3,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230531_164402_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230601_155817_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230602_104926_ESWW0070020_3.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230603_105211_ESWW0070020_3.png,0.2032664938592837
ESWW0070020_3,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230601_155817_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230602_104926_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230603_105211_ESWW0070020_3.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230604_132631_ESWW0070020_3.png,0.2529192271302666
ESWW0070020_3,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230602_104926_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230603_105211_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230604_132631_ESWW0070020_3.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230606_090853_ESWW0070020_3.png,0.3463795691958623
ESWW0070020_3,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230603_105211_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230604_132631_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230606_090853_ESWW0070020_3.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230607_163050_ESWW0070020_3.png,0.385628745670188
ESWW0070020_3,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230604_132631_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230606_090853_ESWW0070020_3.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230607_163050_ESWW0070020_3.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_3\overlay\20230608_163113_ESWW0070020_3.png,0.4359378759316735
ESWW0070020_4,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230525_172841_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230526_104428_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230527_102226_ESWW0070020_4.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230527_165103_ESWW0070020_4.png,0.0
ESWW0070020_4,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230526_104428_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230527_102226_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230527_165103_ESWW0070020_4.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230529_122349_ESWW0070020_4.png,0.0011936313603338
ESWW0070020_4,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230527_102226_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230527_165103_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230529_122349_ESWW0070020_4.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230530_122353_ESWW0070020_4.png,0.0019796234686406
ESWW0070020_4,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230527_165103_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230529_122349_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230530_122353_ESWW0070020_4.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230531_094455_ESWW0070020_4.png,0.0031416880567446
ESWW0070020_4,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230529_122349_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230530_122353_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230531_094455_ESWW0070020_4.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230531_164451_ESWW0070020_4.png,0.0035532181458863
ESWW0070020_4,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230530_122353_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230531_094455_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230531_164451_ESWW0070020_4.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230601_155855_ESWW0070020_4.png,0.0074524573987445
ESWW0070020_4,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230531_094455_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230531_164451_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230601_155855_ESWW0070020_4.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230602_105001_ESWW0070020_4.png,0.008405382692218
ESWW0070020_4,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230531_164451_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230601_155855_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230602_105001_ESWW0070020_4.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230603_105247_ESWW0070020_4.png,0.010017699870686
ESWW0070020_4,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230601_155855_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230602_105001_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230603_105247_ESWW0070020_4.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230604_132655_ESWW0070020_4.png,0.0146460554146628
ESWW0070020_4,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230602_105001_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230603_105247_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230604_132655_ESWW0070020_4.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230606_091143_ESWW0070020_4.png,0.0242563964073419
ESWW0070020_4,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230603_105247_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230604_132655_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230606_091143_ESWW0070020_4.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230607_163152_ESWW0070020_4.png,0.0348597310107547
ESWW0070020_4,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230604_132655_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230606_091143_ESWW0070020_4.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230607_163152_ESWW0070020_4.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_4\overlay\20230608_163210_ESWW0070020_4.png,0.0479016005989842
ESWW0070020_5,C:\Users\datir\project1\data\processed\ts\ESWW0070020_5\overlay\20230525_172943_ESWW0070020_5.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_5\overlay\20230527_102313_ESWW0070020_5.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_5\overlay\20230527_165132_ESWW0070020_5.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_5\overlay\20230529_122305_ESWW0070020_5.png,0.0008911402041985
ESWW0070020_5,C:\Users\datir\project1\data\processed\ts\ESWW0070020_5\overlay\20230527_102313_ESWW0070020_5.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_5\overlay\20230527_165132_ESWW0070020_5.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_5\overlay\20230529_122305_ESWW0070020_5.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_5\overlay\20230530_122315_ESWW0070020_5.png,0.0013118977406988
ESWW0070020_5,C:\Users\datir\project1\data\processed\ts\ESWW0070020_5\overlay\20230527_165132_ESWW0070020_5.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_5\overlay\20230529_122305_ESWW0070020_5.png|C:\Users\datir\project1\data\processed\ts\ESWW0070020_5\overlay\20230530_122315_ESWW0070020_5.png,C:\Users\datir\project1\data\processed\ts\ESWW0070020_5\overlay\20230531_094512_ESWW0070020_5.png,0.0018718232774394
